Numero_processo;Superintendencia;Status_processo;Fase_processo;Situacao_processo;Data_instauracao;Ano_instauracao;Data_cumprimento_intimacao;Ano_cumprimento_intimacao;Data_prazo_regimental;Ano_prazo_regimental;Data_DOU;Ano_DOU;Data_encerramento;Ano_encerramento;Tipologia;Grupo_economico;Servico_telecom;Sistema_cadastro;Unidade_responsavel;Pagamento_multa;Situacao_multa;Renuncia;Recurso_juridico;CADIN;Divida_ativa;Valor_multa;Saldo_devedor
535660005392016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;31/08/2016;2016;31/08/2016;2016;27/02/2017;2017;02/02/2017;2017;02/02/2017;2017;PADO: Oferta de Serviço - SCM;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO092;0;3;0;0;0;0;2539,11;2539,11
535240007102016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;30/08/2016;2016;30/08/2016;2016;26/02/2017;2017;07/11/2017;2017;07/11/2017;2017;PADO: Certificação de Produtos;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR04CO;1;1;1;0;0;0;1998,56;0,00
535660005472016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;30/08/2016;2016;30/08/2016;2016;26/02/2017;2017;07/03/2017;2017;07/03/2017;2017;PADO: Oferta de Serviço - SCM;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO092;0;3;0;0;0;0;4543,67;4543,67
535600028102016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;25/08/2016;2016;25/08/2016;2016;21/02/2017;2017;03/03/2017;2017;03/03/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR09FI2;0;3;0;0;1;1;2672,75;2672,75
535600028062016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;25/08/2016;2016;25/08/2016;2016;21/02/2017;2017;08/02/2017;2017;08/02/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR09FI2;1;1;1;0;0;0;3407,75;0,00
535000210502016;SCO;Ativo;Recursal;Apresentação de Recurso;25/08/2016;2016;;;;;;;;;PADO: Universalização;ALGAR;SERVICO TELEFONICO FIXO COMUTADO;SEI;COUN;0;3;0;0;0;0;2263329,58;2263329,58
535000206782016;SCO;Encerrado;Trânsito em Julgado;Formalização do Trânsito em Julgado Administrativo;22/08/2016;2016;;;;;04/01/2019;2019;04/01/2019;2019;PADO: Transferência Irregular de Outorga;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SEI;COGE;0;3;0;0;0;0;440,00;440,00
535450007772016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;18/08/2016;2016;18/08/2016;2016;14/02/2017;2017;03/02/2017;2017;03/02/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR07CO;0;3;0;0;1;1;5345,49;5345,49
535450008902016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;18/08/2016;2016;18/08/2016;2016;14/02/2017;2017;26/01/2017;2017;26/01/2017;2017;PADO: Licenciamento de Estação;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO073;1;1;0;0;0;0;440,00;0,00
535040084682016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;11/08/2016;2016;15/08/2016;2016;11/02/2017;2017;13/03/2017;2017;13/03/2017;2017;PADO: Irregularidade Técnica;OUTROS;SERVIÇO DE ACESSO CONDICIONADO;SPADO;GR01;1;1;0;0;0;0;268,16;0,00
535540024302016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;11/08/2016;2016;11/08/2016;2016;07/02/2017;2017;09/03/2017;2017;09/03/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08CO;1;1;1;0;0;0;1804,10;0,00
535120008262016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;04/08/2016;2016;04/08/2016;2016;31/01/2017;2017;06/03/2017;2017;06/03/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO021;1;2;0;0;1;1;2672,75;2496,66
535200012722016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;04/08/2016;2016;04/08/2016;2016;31/01/2017;2017;23/01/2017;2017;23/01/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR03CO;1;1;0;0;0;0;4543,67;0,00
535540023922016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;28/07/2016;2016;28/07/2016;2016;24/01/2017;2017;06/03/2017;2017;06/03/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08CO;1;1;1;0;0;0;3608,21;0,00
535542008572015;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;27/07/2016;2016;27/07/2016;2016;23/01/2017;2017;27/12/2016;2016;27/12/2016;2016;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08CO;1;1;0;0;0;0;2672,75;0,00
535120002462016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;22/07/2016;2016;05/08/2016;2016;01/02/2017;2017;06/07/2017;2017;06/07/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR02;0;3;0;0;1;1;6697,98;6697,98
535420022622016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;22/07/2016;2016;22/07/2016;2016;18/01/2017;2017;23/02/2018;2018;23/02/2018;2018;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO073;0;3;0;0;1;1;4810,94;4810,94
535540023192016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;21/07/2016;2016;21/07/2016;2016;17/01/2017;2017;20/02/2017;2017;20/02/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08CO;1;1;0;0;0;0;2672,75;0,00
535000177882016;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;20/07/2016;2016;05/09/2016;2016;04/03/2017;2017;31/08/2018;2018;31/08/2018;2018;PADO: Universalização;OUTROS;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COUN;1;1;1;0;0;0;2250,00;0,00
535000177882016;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;20/07/2016;2016;05/09/2016;2016;04/03/2017;2017;31/08/2018;2018;31/08/2018;2018;PADO: Universalização;SERCOMTEL;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COUN;1;1;1;0;0;0;2250,00;0,00
535080028132016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;20/07/2016;2016;20/07/2016;2016;16/01/2017;2017;02/01/2017;2017;02/01/2017;2017;PADO: Não Outorgado - Radiofrequência;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR05CO;1;1;0;0;0;0;1196,28;0,00
535570007152016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;19/07/2016;2016;19/07/2016;2016;15/01/2017;2017;23/03/2017;2017;23/03/2017;2017;PADO: Licenciamento de Estação;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08CO;1;2;0;0;1;0;492,74;307,96
535540022842016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;19/07/2016;2016;19/07/2016;2016;15/01/2017;2017;22/03/2017;2017;22/03/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08CO;1;2;0;0;0;0;2672,75;432,24
535280029392016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;19/07/2016;2016;19/07/2016;2016;15/01/2017;2017;03/01/2017;2017;03/01/2017;2017;PADO: Não Outorgado - Radiofrequência;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR05CO;1;1;1;0;0;0;717,78;0,00
535540020522016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;18/07/2016;2016;18/07/2016;2016;14/01/2017;2017;02/02/2017;2017;02/02/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08CO;1;1;1;0;0;0;1804,11;0,00
535000174712016;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;15/07/2016;2016;26/07/2016;2016;22/01/2017;2017;27/09/2017;2017;27/09/2017;2017;PADO: Alteração Societária;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;COGE;1;1;1;0;0;0;2038,31;0,00
535630007602016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;14/07/2016;2016;14/07/2016;2016;10/01/2017;2017;14/11/2017;2017;14/11/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR09CO;1;2;0;0;1;1;5345,49;2662,36
535570007042016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;14/07/2016;2016;14/07/2016;2016;10/01/2017;2017;17/01/2017;2017;17/01/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08CO;0;3;0;0;1;0;2405,47;2405,47
535320012782016;SFI;Ativo;Recursal;Recursal;13/07/2016;2016;03/07/2017;2017;30/12/2017;2017;;;;;PADO: Não Outorgado - Serviço e Radiofrequência;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR06CO;0;3;0;0;0;0;5345,49;5345,49
535570007012016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;13/07/2016;2016;13/07/2016;2016;09/01/2017;2017;24/01/2017;2017;24/01/2017;2017;PADO: Licenciamento de Estação;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08CO;1;1;0;0;0;0;440,00;0,00
535420021252016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;13/07/2016;2016;13/07/2016;2016;09/01/2017;2017;10/01/2017;2017;10/01/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO071;1;1;1;0;0;0;1826,72;0,00
535320012792016;SFI;Ativo;Recursal;Recursal;12/07/2016;2016;12/07/2016;2016;08/01/2017;2017;;;;;PADO: Não Outorgado - Serviço e Radiofrequência;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR06CO;0;3;0;0;0;0;5345,49;5345,49
535320012212016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;12/07/2016;2016;12/07/2016;2016;08/01/2017;2017;18/07/2017;2017;18/07/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR06CO;1;2;0;0;0;0;4810,94;3351,75
535450008482016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;12/07/2016;2016;12/07/2016;2016;08/01/2017;2017;26/04/2017;2017;26/04/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR07CO;1;2;0;0;0;0;2940,02;816,62
535200010462016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;12/07/2016;2016;12/07/2016;2016;08/01/2017;2017;08/12/2016;2016;08/12/2016;2016;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR03CO;1;1;0;0;0;0;4543,67;0,00
535240037752016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;12/07/2016;2016;12/07/2016;2016;08/01/2017;2017;03/11/2016;2016;03/11/2016;2016;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR04;1;2;0;0;0;0;4810,94;4044,33
535000168542016;SCO;Encerrado;Trânsito em Julgado;Formalização do Trânsito em Julgado Administrativo;12/07/2016;2016;;;;;25/02/2019;2019;25/02/2019;2019;PADO: Remuneração de Redes;OUTROS;SERVICO TELEFONICO FIXO COMUTADO;SEI;COGE;0;3;0;0;0;0;90383,56;90383,56
535570007052016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;11/07/2016;2016;11/07/2016;2016;07/01/2017;2017;15/05/2017;2017;15/05/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08CO;0;3;0;0;1;0;2271,83;2271,83
535750002812016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;11/07/2016;2016;11/07/2016;2016;07/01/2017;2017;21/11/2016;2016;21/11/2016;2016;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO102;0;3;0;0;0;0;4543,67;4543,67
535040080222016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;08/07/2016;2016;08/07/2016;2016;04/01/2017;2017;23/03/2017;2017;23/03/2017;2017;PADO: Certificação e Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;0;3;0;0;0;0;6843,20;6843,20
535630007582016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;08/07/2016;2016;08/07/2016;2016;04/01/2017;2017;20/01/2017;2017;20/01/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR09CO;0;3;0;0;1;1;2405,47;2405,47
535480013462016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;07/07/2016;2016;07/07/2016;2016;03/01/2017;2017;16/02/2017;2017;16/02/2017;2017;PADO: Não Outorgado - Radiofrequência;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR07CO;0;3;0;0;0;0;440,00;440,00
535040079702016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;06/07/2016;2016;06/07/2016;2016;02/01/2017;2017;20/06/2017;2017;20/06/2017;2017;PADO: Licenciamento de Estação;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;1;1;0;0;0;0;440,00;0,00
535040078492016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;05/07/2016;2016;05/07/2016;2016;01/01/2017;2017;17/01/2017;2017;17/01/2017;2017;PADO: Certificação e Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;1;2;0;0;1;1;5595,49;5319,23
535600022042016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;05/07/2016;2016;05/07/2016;2016;01/01/2017;2017;21/12/2016;2016;21/12/2016;2016;PADO: Não Outorgado - Radiofrequência;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR09FI2;1;1;1;0;0;0;7807,73;0,00
535040078512016;SFI;Ativo;Recursal;Recursal;04/07/2016;2016;04/07/2016;2016;31/12/2016;2016;;;;;PADO: Certificação e Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;0;3;0;0;0;0;5845,49;5845,49
535480013832016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;01/07/2016;2016;09/08/2016;2016;05/02/2017;2017;02/02/2017;2017;02/02/2017;2017;PADO: Certificação e Não Outorgado - Radiofrequência;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;UO071;1;1;0;0;0;0;858,22;0,00
535480013762016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;01/07/2016;2016;01/07/2016;2016;28/12/2016;2016;02/01/2017;2017;02/01/2017;2017;PADO: Não Outorgado - Radiofrequência;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR07CO;1;1;0;0;0;0;440,00;0,00
535000159392016;SCO;Encerrado;Trânsito em Julgado;Formalização do Trânsito em Julgado Administrativo;01/07/2016;2016;;;;;16/04/2019;2019;16/04/2019;2019;PADO: Interconexão;OUTROS;SERVICO TELEFONICO FIXO COMUTADO;SEI;COGE;1;1;1;0;0;0;15064,88;0,00
535000158302016;SCO;Encerrado;Trânsito em Julgado;Formalização do Trânsito em Julgado Administrativo;01/07/2016;2016;;;;;03/04/2019;2019;03/04/2019;2019;PADO: Disponibilidade e Funcionamento de TUP;CLARO;SERVICO TELEFONICO FIXO COMUTADO;SEI;COUN;1;1;1;0;0;0;2160,00;0,00
535160030442016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;30/06/2016;2016;06/10/2016;2016;04/04/2017;2017;08/03/2017;2017;08/03/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR03;1;1;1;0;0;0;1603,65;0,00
535450007982016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;30/06/2016;2016;30/06/2016;2016;27/12/2016;2016;29/08/2018;2018;29/08/2018;2018;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR07CO;0;3;0;0;1;1;5345,49;5345,49
535840001632016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;30/06/2016;2016;30/06/2016;2016;27/12/2016;2016;12/06/2017;2017;12/06/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR11CO;1;1;0;0;0;0;4810,94;0,00
535280026762016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;29/06/2016;2016;25/08/2016;2016;21/02/2017;2017;11/01/2017;2017;11/01/2017;2017;PADO: Não Outorgado - Radiofrequência;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR05;1;1;0;0;0;0;1052,73;0,00
535280033262016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;29/06/2016;2016;29/06/2016;2016;26/12/2016;2016;25/06/2018;2018;25/06/2018;2018;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR05CO;1;2;0;0;0;1;2672,75;2544,25
535420020072016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;29/06/2016;2016;29/06/2016;2016;26/12/2016;2016;16/12/2016;2016;16/12/2016;2016;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR07CO;0;3;0;0;1;1;5345,49;5345,49
535000151722016;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;28/06/2016;2016;04/07/2016;2016;31/12/2016;2016;13/10/2017;2017;13/10/2017;2017;PADO: Interconexão;OUTROS;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COGE;0;3;0;0;1;1;78657,06;78657,06
535480012002016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;28/06/2016;2016;04/07/2016;2016;31/12/2016;2016;23/12/2016;2016;23/12/2016;2016;PADO: Certificação e Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO073;1;1;1;0;0;0;2218,26;0,00
535480011462016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;28/06/2016;2016;28/06/2016;2016;25/12/2016;2016;26/12/2016;2016;26/12/2016;2016;PADO: Licenciamento de Estação;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR07CO;0;3;0;0;0;0;440,00;440,00
535720006522016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;28/06/2016;2016;28/06/2016;2016;25/12/2016;2016;12/12/2016;2016;12/12/2016;2016;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO101;1;2;0;0;1;1;2405,47;2104,89
535000152952016;SCO;Ativo;Recursal;Recursal;27/06/2016;2016;11/07/2016;2016;07/01/2017;2017;;;;;PADO: Atendimento - SMP;OI;SERVIÇO MOVEL PESSOAL;SPADO;CODI;0;3;0;0;0;0;4478785,45;4478785,45
535000151502016;SCO;Ativo;Decisória;Expedição do Ofício da Decisão;27/06/2016;2016;;;;;;;;;PADO: Interconexão;OUTROS;SERVICO TELEFONICO FIXO COMUTADO;SEI;COGE;0;3;0;0;0;0;9556330,71;9556330,71
535160025012016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;24/06/2016;2016;24/06/2016;2016;21/12/2016;2016;27/07/2018;2018;27/07/2018;2018;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR03CO;1;1;1;0;0;0;3808,67;0,00
535660004222016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;24/06/2016;2016;24/06/2016;2016;21/12/2016;2016;25/04/2018;2018;25/04/2018;2018;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO092;0;3;0;0;0;0;4810,94;4810,94
535000151602016;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/06/2016;2016;29/06/2016;2016;26/12/2016;2016;15/03/2018;2018;15/03/2018;2018;PADO: Obrigações Legais e Contratuais;OI;SERVIÇO MOVEL PESSOAL;SPADO;COGE;0;3;0;0;1;1;168419,95;168419,95
535660004212016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/06/2016;2016;23/06/2016;2016;20/12/2016;2016;04/06/2018;2018;04/06/2018;2018;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO092;0;3;0;0;1;1;5345,49;5345,49
535720006272016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/06/2016;2016;23/06/2016;2016;20/12/2016;2016;07/04/2017;2017;07/04/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO101;0;3;0;0;1;0;2672,75;2672,75
535660004202016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/06/2016;2016;23/06/2016;2016;20/12/2016;2016;31/01/2017;2017;31/01/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO092;1;1;1;0;0;0;1603,65;0,00
535660004182016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/06/2016;2016;23/06/2016;2016;20/12/2016;2016;03/01/2017;2017;03/01/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO092;0;3;0;0;0;0;5345,49;5345,49
535450006302016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/06/2016;2016;23/06/2016;2016;20/12/2016;2016;27/12/2016;2016;27/12/2016;2016;PADO: Não Outorgado - Radiofrequência;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;UO073;1;1;0;0;0;0;440,00;0,00
535690017182016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/06/2016;2016;23/06/2016;2016;20/12/2016;2016;27/10/2016;2016;27/10/2016;2016;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR10FI2;0;3;0;0;1;0;4810,94;4810,94
535280022062016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;22/06/2016;2016;22/06/2016;2016;19/12/2016;2016;13/04/2018;2018;13/04/2018;2018;PADO: Não Outorgado - Radiofrequência;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR05CO;1;1;0;0;0;0;2153,31;0,00
535660004172016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;22/06/2016;2016;22/06/2016;2016;19/12/2016;2016;15/12/2016;2016;15/12/2016;2016;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO092;0;3;0;0;1;1;2672,75;2672,75
535360001772016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;21/06/2016;2016;17/11/2017;2017;16/05/2018;2018;04/06/2018;2018;04/06/2018;2018;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR06;0;3;0;0;0;0;5345,49;5345,49
535690016052016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;20/06/2016;2016;20/06/2016;2016;17/12/2016;2016;06/03/2017;2017;06/03/2017;2017;PADO: Certificação de Produtos;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR10FI2;0;3;0;0;1;0;3500,00;3500,00
535000144782016;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;17/06/2016;2016;29/06/2016;2016;26/12/2016;2016;03/01/2019;2019;03/01/2019;2019;PADO: Interconexão;OUTROS;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COGE;1;1;1;0;0;0;64676,34;0,00
535600020932016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;17/06/2016;2016;17/06/2016;2016;14/12/2016;2016;26/06/2018;2018;26/06/2018;2018;PADO: Não Outorgado - Radiofrequência;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR09CO;1;1;0;0;0;0;4164,12;0,00
535320010542016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;17/06/2016;2016;17/06/2016;2016;14/12/2016;2016;10/08/2017;2017;10/08/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR06CO;1;1;0;0;0;0;5345,49;0,00
535280025582016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;16/06/2016;2016;16/06/2016;2016;13/12/2016;2016;09/12/2016;2016;09/12/2016;2016;PADO: Não Outorgado - Radiofrequência;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR05CO;1;1;0;0;0;0;1315,90;0,00
535280025352016;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;16/06/2016;2016;16/06/2016;2016;13/12/2016;2016;02/12/2016;2016;02/12/2016;2016;PADO: Irregularidade Técnica;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR05CO;1;1;1;0;0;0;480,00;0,00
535000145332016;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;15/06/2016;2016;25/07/2016;2016;21/01/2017;2017;29/05/2017;2017;29/05/2017;2017;PADO: Direitos do Consumidor - SMP;TIM;SERVIÇO MOVEL PESSOAL;SPADO;CODI;1;1;1;0;0;0;6255,20;0,00
535160030162016;SFI;Ativo;Recursal;Recursal;15/06/2016;2016;15/06/2016;2016;12/12/2016;2016;;;;;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR07CO;0;3;0;0;0;0;5345,49;5345,49
