Num_processo;Superintendencia;Tipologia_processo;Servico_telecom;Grupo_economico;Duracao_processo;Renuncia;Situacao_multa;Recurso_juridico;Cadin;Divida_ativa;Valor_multa;Saldo_devedor
5,3542E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;195;Nao;Devedor;Nao;Sim;Sim;4.543,67;4.543,67
5,352E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;168;Nao;Devedor;Nao;Sim;Sim;2.699,47;2.699,47
5,3569E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;335;Nao;Parcial;Nao;Nao;Nao;5.078,22;3.783,78
5,356E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;216;Nao;Devedor;Nao;Nao;Nao;4.543,67;4.543,67
5,3532E+14;SFI;Licenciamento de Estação;SCM;OUTROS;237;Nao;Quitado;Nao;Nao;Nao;446,93;0
5,3542E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;195;Sim;Quitado;Nao;Nao;Nao;400,91;0
5,3569E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;189;Nao;Quitado;Nao;Nao;Nao;3.597,31;0
5,352E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;168;Nao;Quitado;Nao;Nao;Nao;4.543,67;0
5,35E+14;SFI;Não Outorgado - Radiofrequência;SCM;OUTROS;153;Sim;Quitado;Nao;Nao;Nao;897,21;0
5,352E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;197;Nao;Devedor;Nao;Nao;Nao;5.345,49;5.345,49
5,3542E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;183;Nao;Quitado;Nao;Nao;Nao;440;0
5,3542E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;162;Nao;Quitado;Nao;Nao;Nao;598,02;0
5,3575E+14;SFI;Licenciamento de Estação;SCM;OI;715;Nao;Devedor;Nao;Nao;Nao;5.000,00;5.000,00
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;206;Sim;Quitado;Nao;Nao;Nao;1.804,10;0
5,3516E+14;SFI;Licenciamento de Estação;SCM;OUTROS;153;Sim;Quitado;Nao;Nao;Nao;330;0
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;198;Nao;Quitado;Nao;Nao;Nao;2.405,47;0
5,3569E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;150;Nao;Parcial;Nao;Nao;Nao;2.672,75;1.751,36
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;258;Nao;Devedor;Nao;Sim;Nao;2.940,02;2.940,02
5,3504E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;190;Nao;Parcial;Nao;Sim;Sim;5.595,49;5.408,62
5,3504E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;710;Nao;Parcial;Nao;Nao;Nao;5.345,49;5.240,92
5,3508E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;699;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3563E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;224;Nao;Quitado;Nao;Nao;Nao;5.078,22;0
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;264;Nao;Devedor;Nao;Sim;Nao;2.672,75;2.672,75
5,35E+14;SCO;Interconexão;STFC;OUTROS;733;Nao;Quitado;Nao;Nao;Nao;1.091,33;0
5,3578E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;644;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,3578E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;294;Nao;Devedor;Nao;Nao;Nao;4.810,94;4.810,94
5,3508E+14;SFI;Obstrução à Fiscalização;SCM;OUTROS;192;Nao;Devedor;Nao;Sim;Sim;23.548,80;23.548,80
5,3569E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;211;Nao;Parcial;Nao;Nao;Nao;2.672,75;1.855,49
5,3569E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;362;Sim;Quitado;Nao;Nao;Nao;2.004,56;0
5,3524E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;133;Nao;Devedor;Nao;Sim;Sim;2.405,47;2.405,47
5,3516E+14;SFI;Certificação de Produtos;SCM;OUTROS;121;Sim;Quitado;Nao;Nao;Nao;149.482,50;0
5,3554E+14;SFI;Licenciamento de Estação;SCM;OUTROS;685;Nao;Quitado;Nao;Nao;Nao;1.625,05;0
5,3524E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;176;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;193;Nao;Quitado;Nao;Nao;Nao;4.810,94;0
5,3542E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;313;Nao;Devedor;Nao;Sim;Sim;4.810,94;4.810,94
5,3548E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;180;Nao;Devedor;Nao;Sim;Sim;2.405,47;2.405,47
5,3548E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;140;Nao;Devedor;Nao;Sim;Sim;2.872,75;2.872,75
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;219;Nao;Devedor;Nao;Sim;Nao;2.405,47;2.405,47
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;321;Nao;Devedor;Nao;Sim;Nao;2.672,75;2.672,75
5,3504E+14;SFI;Obstrução à Fiscalização;SMP;TELEFÔNICA;432;Sim;Quitado;Nao;Nao;Nao;37.815,75;0
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;280;Nao;Devedor;Nao;Sim;Nao;2.672,75;2.672,75
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;202;Nao;Quitado;Nao;Nao;Nao;3.470,10;0
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;200;Sim;Quitado;Nao;Nao;Nao;2.004,57;0
5,35E+14;SCO;Disponibilidade e Funcionamento de TUP;STFC;OI;958;Nao;Devedor;Nao;Nao;Nao;43.185,60;43.185,60
5,3536E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;336;Sim;Quitado;Nao;Nao;Nao;4.009,12;0
5,3557E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;193;Nao;Quitado;Nao;Nao;Nao;2.271,83;0
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;213;Nao;Devedor;Nao;Sim;Nao;5.345,49;5.345,49
5,3569E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;818;Nao;Devedor;Nao;Nao;Nao;2.872,75;2.872,75
5,3512E+14;SFI;Certificação e Não Outorgado - Radiofrequência;SMP;OUTROS;244;Nao;Devedor;Nao;Sim;Sim;1.306,04;1.306,04
5,3566E+14;SFI;Oferta de Serviço - SCM;SCM;OUTROS;155;Nao;Devedor;Nao;Nao;Nao;2.539,11;2.539,11
5,3524E+14;SFI;Certificação de Produtos;SMP;OUTROS;434;Sim;Quitado;Nao;Nao;Nao;1.998,56;0
5,3566E+14;SFI;Oferta de Serviço - SCM;SCM;OUTROS;189;Nao;Devedor;Nao;Nao;Nao;4.543,67;4.543,67
5,356E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;190;Nao;Devedor;Nao;Sim;Sim;2.672,75;2.672,75
5,356E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;167;Sim;Quitado;Nao;Nao;Nao;3.407,75;0
5,35E+14;SCO;Transferência Irregular de Outorga;SCM;OUTROS;865;Nao;Devedor;Nao;Nao;Nao;440;440
5,3545E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;169;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,3545E+14;SFI;Licenciamento de Estação;SCM;OUTROS;161;Nao;Quitado;Nao;Nao;Nao;440;0
5,3504E+14;SFI;Irregularidade Técnica;SeAC;OUTROS;214;Nao;Quitado;Nao;Nao;Nao;268,16;0
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;210;Sim;Quitado;Nao;Nao;Nao;1.804,10;0
5,3512E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;214;Nao;Parcial;Nao;Sim;Sim;2.672,75;2.496,66
5,352E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;172;Nao;Quitado;Nao;Nao;Nao;4.543,67;0
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;221;Sim;Quitado;Nao;Nao;Nao;3.608,21;0
5,35542E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;153;Nao;Quitado;Nao;Nao;Nao;2.672,75;0
5,3512E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;349;Nao;Devedor;Nao;Sim;Sim;6.697,98;6.697,98
5,3542E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;581;Nao;Devedor;Nao;Sim;Sim;4.810,94;4.810,94
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;214;Nao;Quitado;Nao;Nao;Nao;2.672,75;0
5,35E+14;SCO;Universalização;STFC;OUTROS;772;Sim;Quitado;Nao;Nao;Nao;2.250,00;0
5,35E+14;SCO;Universalização;STFC;SERCOMTEL;772;Sim;Quitado;Nao;Nao;Nao;2.250,00;0
5,3508E+14;SFI;Não Outorgado - Radiofrequência;SCM;OUTROS;166;Nao;Quitado;Nao;Nao;Nao;1.196,28;0
5,3557E+14;SFI;Licenciamento de Estação;SCM;OUTROS;247;Nao;Parcial;Nao;Sim;Nao;492,74;307,96
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;246;Nao;Parcial;Nao;Nao;Nao;2.672,75;432,24
5,3528E+14;SFI;Não Outorgado - Radiofrequência;SCM;OUTROS;168;Sim;Quitado;Nao;Nao;Nao;717,78;0
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;199;Sim;Quitado;Nao;Nao;Nao;1.804,11;0
5,35E+14;SCO;Alteração Societária;SCM;OUTROS;439;Sim;Quitado;Nao;Nao;Nao;2.038,31;0
5,3563E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;488;Nao;Parcial;Nao;Sim;Sim;5.345,49;2.662,36
5,3557E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;187;Nao;Devedor;Nao;Sim;Nao;2.405,47;2.405,47
5,3557E+14;SFI;Licenciamento de Estação;SCM;OUTROS;195;Nao;Quitado;Nao;Nao;Nao;440;0
5,3542E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;181;Sim;Quitado;Nao;Nao;Nao;1.826,72;0
5,3532E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;371;Nao;Parcial;Nao;Nao;Nao;4.810,94;3.351,75
5,3545E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;288;Nao;Parcial;Nao;Nao;Nao;2.940,02;816,62
5,352E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;149;Nao;Quitado;Nao;Nao;Nao;4.543,67;0
5,3524E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;114;Nao;Parcial;Nao;Nao;Nao;4.810,94;4.044,33
5,35E+14;SCO;Remuneração de Redes;STFC;OUTROS;958;Nao;Devedor;Nao;Nao;Nao;90.383,56;90.383,56
5,3557E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;308;Nao;Devedor;Nao;Sim;Nao;2.271,83;2.271,83
5,3575E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;133;Nao;Devedor;Nao;Nao;Nao;4.543,67;4.543,67
5,3504E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;258;Nao;Devedor;Nao;Nao;Nao;6.843,20;6.843,20
5,3563E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;196;Nao;Devedor;Nao;Sim;Sim;2.405,47;2.405,47
5,3548E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;224;Nao;Devedor;Nao;Nao;Nao;440;440
5,3504E+14;SFI;Licenciamento de Estação;SCM;OUTROS;349;Nao;Quitado;Nao;Nao;Nao;440;0
5,3504E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;196;Nao;Parcial;Nao;Sim;Sim;5.595,49;5.319,23
5,356E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;169;Sim;Quitado;Nao;Nao;Nao;7.807,73;0
5,3548E+14;SFI;Certificação e Não Outorgado - Radiofrequência;SMP;OUTROS;216;Nao;Quitado;Nao;Nao;Nao;858,22;0
5,3548E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;185;Nao;Quitado;Nao;Nao;Nao;440;0
5,35E+14;SCO;Interconexão;STFC;OUTROS;1019;Sim;Quitado;Nao;Nao;Nao;15.064,88;0
5,35E+14;SCO;Disponibilidade e Funcionamento de TUP;STFC;CLARO;1006;Sim;Quitado;Nao;Nao;Nao;2.160,00;0
5,3516E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;251;Sim;Quitado;Nao;Nao;Nao;1.603,65;0
5,3545E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;790;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,3584E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;347;Nao;Quitado;Nao;Nao;Nao;4.810,94;0
5,3528E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;196;Nao;Quitado;Nao;Nao;Nao;1.052,73;0
5,3528E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;726;Nao;Parcial;Nao;Nao;Sim;2.672,75;2.544,25
5,3542E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;170;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,35E+14;SCO;Interconexão;STFC;OUTROS;472;Nao;Devedor;Nao;Sim;Sim;78.657,06;78.657,06
5,3548E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;178;Sim;Quitado;Nao;Nao;Nao;2.218,26;0
5,3548E+14;SFI;Licenciamento de Estação;SCM;OUTROS;181;Nao;Devedor;Nao;Nao;Nao;440;440
5,3572E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;167;Nao;Parcial;Nao;Sim;Sim;2.405,47;2.104,89
5,3516E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;763;Sim;Quitado;Nao;Nao;Nao;3.808,67;0
5,3566E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;670;Nao;Devedor;Nao;Nao;Nao;4.810,94;4.810,94
5,35E+14;SCO;Obrigações Legais e Contratuais;SMP;OI;630;Nao;Devedor;Nao;Sim;Sim;168.419,95;168.419,95
5,3566E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;711;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,3572E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;288;Nao;Devedor;Nao;Sim;Sim;2.672,75;2.672,75
5,3566E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;222;Sim;Quitado;Nao;Nao;Nao;1.603,65;0
5,3566E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;194;Nao;Parcial;Nao;Nao;Nao;5.345,49;2.968,34
5,3545E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;187;Nao;Quitado;Nao;Nao;Nao;440;0
5,3569E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;126;Nao;Devedor;Nao;Sim;Nao;4.810,94;4.810,94
5,3528E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;660;Nao;Quitado;Nao;Nao;Nao;2.153,31;0
5,3566E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;176;Nao;Devedor;Nao;Sim;Sim;2.672,75;2.672,75
5,3536E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;713;Nao;Devedor;Nao;Nao;Nao;5.345,49;5.345,49
5,3569E+14;SFI;Certificação de Produtos;SMP;OUTROS;259;Nao;Devedor;Nao;Sim;Nao;3.500,00;3.500,00
5,35E+14;SCO;Interconexão;STFC;OUTROS;930;Sim;Quitado;Nao;Nao;Nao;64.676,34;0
5,356E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;739;Nao;Quitado;Nao;Nao;Nao;4.164,12;0
5,3532E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;419;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3528E+14;SFI;Não Outorgado - Radiofrequência;SCM;OUTROS;176;Nao;Quitado;Nao;Nao;Nao;1.315,90;0
5,3528E+14;SFI;Irregularidade Técnica;SCM;OUTROS;169;Sim;Quitado;Nao;Nao;Nao;480;0
5,35E+14;SCO;Direitos do Consumidor - SMP;SMP;TIM;348;Sim;Quitado;Nao;Nao;Nao;6.255,20;0
5,3528E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;183;Sim;Quitado;Nao;Nao;Nao;2.004,57;0
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;174;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,35E+14;SCO;Remuneração de Redes;STFC;OUTROS;744;Nao;Devedor;Nao;Sim;Sim;1.600.000,00;1.600.000,00
5,3572E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;320;Nao;Devedor;Nao;Sim;Nao;5.345,49;5.345,49
5,35E+14;SCO;Interconexão;STFC;OUTROS;124;Nao;Devedor;Nao;Sim;Sim;55.550,28;55.550,28
5,3504E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;151;Nao;Parcial;Nao;Nao;Nao;5.595,49;797,38
5,3539E+14;SFI;Não Outorgado - Radiofrequência;SCM;OUTROS;224;Sim;Quitado;Nao;Nao;Nao;1.794,42;0
5,3539E+14;SFI;Não Outorgado - Radiofrequência;SCM;OUTROS;210;Nao;Quitado;Nao;Nao;Nao;1.435,54;0
5,3548E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;990;Nao;Devedor;Nao;Nao;Nao;5.345,49;5.345,49
5,35E+14;SCO;Universalização;STFC;OUTROS;464;Sim;Quitado;Nao;Nao;Nao;750;0
5,35E+14;SCO;Universalização;STFC;SERCOMTEL;464;Sim;Quitado;Nao;Nao;Nao;750;0
5,35E+14;SCO;Interconexão;STFC;TELEFÔNICA;513;Nao;Devedor;Sim;Nao;Nao;419.088,60;419.088,60
5,3545E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;159;Nao;Parcial;Nao;Nao;Nao;5.345,49;743,81
5,3545E+14;SFI;Licenciamento de Estação;SCM;OUTROS;152;Sim;Quitado;Nao;Nao;Nao;330;0
5,3545E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;160;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,3545E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;117;Nao;Quitado;Nao;Nao;Nao;5.586,04;0
5,35E+14;SCO;Alteração Societária;SCM;OUTROS;690;Sim;Quitado;Nao;Nao;Nao;293,23;0
5,35E+14;SCO;Serviço de Utilidade Pública;STFC;OI;1001;Nao;Devedor;Nao;Nao;Nao;25.268,13;25.268,13
5,3569E+14;SFI;Certificação de Produtos;SMP;OUTROS;186;Nao;Devedor;Nao;Sim;Nao;3.750,00;3.750,00
5,3548E+14;SFI;Obstrução à Fiscalização;SCM;OUTROS;824;Nao;Devedor;Nao;Nao;Nao;1.629,20;1.629,20
5,3508E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;407;Sim;Quitado;Nao;Nao;Nao;3.407,75;0
5,3528E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;190;Nao;Quitado;Nao;Nao;Nao;2.672,75;0
5,3528E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;188;Nao;Quitado;Nao;Nao;Nao;2.392,56;0
5,3512E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;181;Nao;Quitado;Nao;Nao;Nao;534,55;0
5,3512E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;88;Nao;Quitado;Nao;Nao;Nao;1.076,43;0
5,3524E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;125;Nao;Quitado;Nao;Nao;Nao;2.405,47;0
5,3542E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;208;Nao;Quitado;Nao;Nao;Nao;2.872,75;0
5,3512E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;182;Sim;Quitado;Nao;Nao;Nao;2.662,69;0
5,3504E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;161;Nao;Parcial;Nao;Nao;Nao;5.543,67;4.827,70
5,3516E+14;SFI;Certificação de Produtos;SCM;ALGAR;751;Nao;Devedor;Nao;Nao;Nao;27.500,00;27.500,00
5,3548E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;178;Nao;Quitado;Nao;Nao;Nao;598,02;0
5,3548E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;133;Nao;Quitado;Nao;Nao;Nao;598,02;0
5,3532E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;185;Sim;Quitado;Nao;Nao;Nao;4.009,12;0
5,356E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;228;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,3512E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;754;Nao;Devedor;Nao;Sim;Sim;4.810,94;4.810,94
5,3508E+14;SFI;Certificação e Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;144;Sim;Quitado;Nao;Nao;Nao;5.205,16;0
5,3508E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;268;Nao;Quitado;Nao;Nao;Nao;2.672,75;0
5,3548E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;75;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,35E+14;SCO;Competição;SCM;CLARO;929;Sim;Quitado;Nao;Nao;Nao;44.792,42;0
5,3566E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;922;Nao;Devedor;Nao;Nao;Nao;5.345,49;5.345,49
5,35E+14;SCO;Alteração Societária;SCM;OUTROS;914;Nao;Quitado;Nao;Nao;Nao;159,55;0
5,35E+14;SCO;Obrigações Legais e Contratuais;SCM;OUTROS;975;Nao;Devedor;Nao;Nao;Nao;866,03;866,03
5,3504E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;190;Nao;Parcial;Nao;Sim;Sim;6.775,48;3.668,69
5,35E+14;SCO;Numeração;SMP;CLARO;840;Sim;Quitado;Nao;Nao;Nao;1.875,00;0
5,3542E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;683;Nao;Quitado;Nao;Nao;Sim;5.345,49;0
5,3508E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;414;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3528E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SMP;OUTROS;180;Sim;Quitado;Nao;Nao;Nao;1.794,06;0
5,3569E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;184;Nao;Quitado;Nao;Nao;Nao;2.872,75;0
5,3508E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;561;Nao;Parcial;Nao;Nao;Nao;5.899,18;5.899,18
5,3532E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;461;Sim;Quitado;Nao;Nao;Nao;3.808,67;0
5,3557E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;216;Nao;Devedor;Nao;Nao;Nao;4.543,67;4.543,67
5,356E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;188;Nao;Devedor;Nao;Nao;Nao;4.543,67;4.543,67
5,3572E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;188;Nao;Devedor;Nao;Sim;Sim;2.940,02;2.940,02
5,35E+14;SCO;Portabilidade Numérica;STFC;OUTROS;520;Nao;Devedor;Nao;Sim;Sim;440;440
5,3542E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;189;Nao;Parcial;Nao;Sim;Sim;4.810,94;4.318,06
5,3563E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;238;Nao;Quitado;Nao;Nao;Nao;5.880,04;0
5,3569E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;179;Nao;Devedor;Nao;Sim;Sim;2.672,75;2.672,75
5,3548E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;147;Nao;Quitado;Nao;Nao;Nao;2.672,75;0
5,3548E+14;SFI;Licenciamento de Estação;SCM;OUTROS;143;Nao;Quitado;Nao;Nao;Nao;440;0
5,3516E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;252;Nao;Parcial;Nao;Sim;Sim;4.543,67;3.361,96
5,3524E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;118;Nao;Devedor;Nao;Sim;Sim;7.009,61;7.009,61
5,356E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;188;Nao;Devedor;Nao;Sim;Sim;2.672,75;2.672,75
5,35E+14;SCO;Ressarcimento - STFC;STFC;OI;1142;Nao;Devedor;Nao;Nao;Nao;312.349,69;312.349,69
5,3539E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;168;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3545E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;153;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3508E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;922;Nao;Devedor;Nao;Nao;Nao;4.543,67;4.543,67
5,3528E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;725;Nao;Parcial;Nao;Nao;Sim;5.880,04;5.165,67
5,3508E+14;SFI;Licenciamento de Estação;SCM;OUTROS;383;Nao;Quitado;Nao;Nao;Nao;356,15;0
5,3504E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;267;Sim;Quitado;Nao;Nao;Nao;3.607,30;0
5,3528E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;195;Nao;Parcial;Nao;Sim;Sim;2.405,47;1.705,80
5,3528E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;1008;Nao;Devedor;Nao;Nao;Nao;2.940,02;2.940,02
5,356E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;195;Nao;Devedor;Nao;Sim;Sim;2.672,75;2.672,75
5,356E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;187;Nao;Parcial;Nao;Sim;Sim;2.405,47;2.271,94
5,3528E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;183;Nao;Devedor;Nao;Nao;Nao;5.345,49;5.345,49
5,3536E+14;SFI;Obstrução à Fiscalização;SCM;OUTROS;603;Nao;Devedor;Nao;Nao;Nao;1.629,20;1.629,20
5,35E+14;SCO;Remuneração de Redes;STFC;OUTROS;817;Nao;Devedor;Nao;Nao;Nao;56.312,54;56.312,54
5,35E+14;SCO;Direitos do Consumidor - STFC;STFC;CLARO;411;Sim;Quitado;Nao;Nao;Nao;3.750,00;0
5,3569E+14;SFI;Licenciamento de Estação;SCM;OUTROS;201;Nao;Quitado;Nao;Nao;Nao;440;0
5,3566E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;201;Nao;Quitado;Nao;Nao;Nao;2.672,75;0
5,3524E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;190;Nao;Devedor;Nao;Nao;Nao;5.345,49;5.345,49
5,3504E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;528;Nao;Devedor;Nao;Nao;Nao;637.042,32;637.042,32
5,3569E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;203;Nao;Quitado;Nao;Nao;Nao;4.543,67;0
